timestamp,Open,high,low,Close,Volume,price,label
2020-01-03 04:00:00,1.11727,1.11737,1.11696,1.11721,3291,1.11721,0
2020-01-03 05:00:00,1.11722,1.1175,1.11686,1.11701,2250,1.11701,0
2020-01-03 06:00:00,1.117,1.11706,1.11644,1.11664,3688,1.11664,0
2020-01-03 07:00:00,1.11664,1.11696,1.1164,1.11692,3026,1.11692,0
2020-01-03 08:00:00,1.11691,1.11715,1.11521,1.11532,3920,1.11532,0
2020-01-03 09:00:00,1.11533,1.11606,1.11507,1.11512,3287,1.11512,0
2020-01-03 10:00:00,1.11512,1.11523,1.11401,1.11402,2794,1.11402,0
2020-01-03 11:00:00,1.11402,1.11435,1.11307,1.11361,3181,1.11361,0
2020-01-03 12:00:00,1.11362,1.11362,1.1125,1.113,3951,1.113,0
2020-01-03 13:00:00,1.113,1.11427,1.11282,1.11392,3285,1.11392,0
2020-01-03 14:00:00,1.11392,1.11488,1.11373,1.11381,3561,1.11381,0
2020-01-03 15:00:00,1.1138,1.11541,1.11353,1.11523,2887,1.11523,0
2020-01-03 16:00:00,1.11522,1.11675,1.11522,1.11635,3683,1.11635,0
2020-01-03 17:00:00,1.11634,1.11799,1.11625,1.1172,3061,1.1172,1
2020-01-03 18:00:00,1.1172,1.11741,1.11679,1.11721,2722,1.11721,1
2020-01-03 19:00:00,1.1172,1.11733,1.11659,1.11667,3632,1.11667,1
2020-01-03 20:00:00,1.11666,1.11682,1.11613,1.11674,3548,1.11674,1
2020-01-03 21:00:00,1.11673,1.11674,1.11601,1.11615,3267,1.11615,1
2020-01-03 22:00:00,1.11614,1.11621,1.11522,1.11558,2184,1.11558,0
2020-01-03 23:00:00,1.11638,1.11665,1.11585,1.11596,976,1.11596,0
2020-01-06 00:00:00,1.11596,1.11678,1.11593,1.11605,2479,1.11605,0
2020-01-06 01:00:00,1.11603,1.11684,1.11601,1.11636,2125,1.11636,0
2020-01-06 02:00:00,1.11635,1.11655,1.11613,1.11628,3275,1.11628,0
2020-01-06 03:00:00,1.11629,1.11671,1.11624,1.11654,2001,1.11654,0
2020-01-06 04:00:00,1.11654,1.1171,1.11654,1.11659,2857,1.11659,0
2020-01-06 05:00:00,1.1166,1.11662,1.11616,1.11643,2446,1.11643,0
2020-01-06 06:00:00,1.11643,1.11651,1.11606,1.11624,1543,1.11624,0
2020-01-06 07:00:00,1.11625,1.11625,1.11572,1.11608,3170,1.11608,0
2020-01-06 08:00:00,1.11606,1.11668,1.11597,1.11646,3610,1.11646,0
2020-01-06 09:00:00,1.11645,1.11799,1.11632,1.11786,2971,1.11786,1
2020-01-06 10:00:00,1.11787,1.11937,1.11752,1.11933,2732,1.11933,1
2020-01-06 11:00:00,1.11932,1.11997,1.11899,1.11964,3383,1.11964,1
2020-01-06 12:00:00,1.11965,1.12055,1.11962,1.12033,3554,1.12033,1
2020-01-06 13:00:00,1.12033,1.12043,1.11952,1.11981,2296,1.11981,1
2020-01-06 14:00:00,1.11982,1.12033,1.11912,1.11977,3404,1.11977,1
2020-01-06 15:00:00,1.11976,1.12002,1.11826,1.11832,3524,1.11832,1
2020-01-06 16:00:00,1.11833,1.11902,1.11822,1.11887,2949,1.11887,1
2020-01-06 17:00:00,1.11887,1.11897,1.1181,1.11873,2996,1.11873,1
2020-01-06 18:00:00,1.11872,1.11961,1.11842,1.1195,2196,1.1195,1
2020-01-06 19:00:00,1.11951,1.1198,1.11918,1.11919,3260,1.11919,1
2020-01-06 20:00:00,1.11919,1.1193,1.1188,1.11913,3120,1.11913,1
2020-01-06 21:00:00,1.11914,1.11939,1.1189,1.11936,3129,1.11936,1
2020-01-06 22:00:00,1.11935,1.11991,1.11929,1.11969,1098,1.11969,1
2020-01-06 23:00:00,1.11931,1.11962,1.11919,1.11955,1735,1.11955,1
2020-01-07 00:00:00,1.11953,1.11975,1.11941,1.11954,1874,1.11954,1
2020-01-07 01:00:00,1.11954,1.11956,1.11892,1.11898,2383,1.11898,1
2020-01-07 02:00:00,1.11898,1.11971,1.11896,1.11935,2423,1.11935,1
2020-01-07 03:00:00,1.11934,1.11934,1.1191,1.11915,949,1.11915,1
2020-01-07 04:00:00,1.11915,1.11945,1.11912,1.11923,1559,1.11923,1
2020-01-07 05:00:00,1.11923,1.11935,1.11906,1.1191,1417,1.1191,1
2020-01-07 06:00:00,1.1191,1.11925,1.11828,1.1183,2140,1.1183,1
2020-01-07 07:00:00,1.11831,1.11897,1.11809,1.11817,3361,1.11817,1
2020-01-07 08:00:00,1.11815,1.11854,1.11729,1.11741,2992,1.11741,1
2020-01-07 09:00:00,1.1174,1.11876,1.11725,1.11847,3275,1.11847,1
2020-01-07 10:00:00,1.11847,1.11896,1.11805,1.11846,3639,1.11846,1
2020-01-07 11:00:00,1.11844,1.11861,1.11649,1.11762,3223,1.11762,1
2020-01-07 12:00:00,1.11763,1.1185,1.11722,1.11817,3314,1.11817,1
2020-01-07 13:00:00,1.11817,1.11833,1.11708,1.11747,3277,1.11747,1
2020-01-07 14:00:00,1.11747,1.1178,1.11547,1.11561,3693,1.11561,1
2020-01-07 15:00:00,1.1156,1.11623,1.11465,1.11476,3148,1.11476,0
2020-01-07 16:00:00,1.11476,1.11518,1.11343,1.11417,3328,1.11417,0
2020-01-07 17:00:00,1.11417,1.1144,1.11336,1.1137,3319,1.1137,0
2020-01-07 18:00:00,1.1137,1.11474,1.11368,1.11425,2553,1.11425,0
2020-01-07 19:00:00,1.11424,1.11496,1.11414,1.11435,3441,1.11435,0
2020-01-07 20:00:00,1.11435,1.1145,1.11417,1.11446,2141,1.11446,0
2020-01-07 21:00:00,1.11446,1.11477,1.11424,1.11438,2761,1.11438,0
2020-01-07 22:00:00,1.11438,1.11522,1.11438,1.11518,2806,1.11518,0
2020-01-07 23:00:00,1.11517,1.11521,1.11442,1.11476,3813,1.11476,0
2020-01-08 00:00:00,1.11475,1.11544,1.11468,1.11541,2963,1.11541,0
2020-01-08 01:00:00,1.1154,1.11683,1.11527,1.11587,3882,1.11587,0
2020-01-08 02:00:00,1.11588,1.11632,1.11549,1.11557,3632,1.11557,0
2020-01-08 03:00:00,1.11558,1.11613,1.11532,1.11587,3410,1.11587,1
2020-01-08 04:00:00,1.11587,1.11592,1.11536,1.11547,2358,1.11547,1
2020-01-08 05:00:00,1.11547,1.1156,1.11451,1.11478,3342,1.11478,0
2020-01-08 06:00:00,1.11479,1.11514,1.11474,1.11491,2894,1.11491,0
2020-01-08 07:00:00,1.11491,1.1154,1.11485,1.11501,2005,1.11501,0
2020-01-08 08:00:00,1.11501,1.11549,1.11432,1.11513,3048,1.11513,0
2020-01-08 09:00:00,1.11514,1.11533,1.11302,1.1135,3386,1.1135,0
2020-01-08 10:00:00,1.1135,1.11449,1.11253,1.11383,2889,1.11383,0
2020-01-08 11:00:00,1.11384,1.11386,1.11254,1.11274,2990,1.11274,0
2020-01-08 12:00:00,1.11273,1.11311,1.11197,1.11272,2838,1.11272,0
2020-01-08 13:00:00,1.11272,1.11308,1.11139,1.11167,2778,1.11167,0
2020-01-08 14:00:00,1.11166,1.11224,1.11111,1.112,3553,1.112,0
2020-01-08 15:00:00,1.112,1.11269,1.11176,1.11246,3775,1.11246,0
2020-01-08 16:00:00,1.11245,1.11308,1.11153,1.11198,3116,1.11198,0
2020-01-08 17:00:00,1.11197,1.11202,1.11086,1.11165,3172,1.11165,0
2020-01-08 18:00:00,1.11164,1.1126,1.11132,1.1118,3523,1.1118,0
2020-01-08 19:00:00,1.11179,1.1118,1.11104,1.11132,2635,1.11132,0
2020-01-08 20:00:00,1.11131,1.11142,1.11082,1.11113,3555,1.11113,0
2020-01-08 21:00:00,1.11112,1.11148,1.11098,1.11119,2593,1.11119,0
2020-01-08 22:00:00,1.1112,1.11128,1.11017,1.1104,2583,1.1104,0
2020-01-08 23:00:00,1.11034,1.11143,1.11029,1.11096,1493,1.11096,0
2020-01-09 00:00:00,1.11095,1.11131,1.11071,1.1113,1102,1.1113,0
2020-01-09 01:00:00,1.1113,1.11159,1.11093,1.11135,2042,1.11135,0
2020-01-09 02:00:00,1.11134,1.11194,1.11112,1.11174,3137,1.11174,0
2020-01-09 03:00:00,1.11174,1.1119,1.11146,1.11153,1856,1.11153,0
2020-01-09 04:00:00,1.11152,1.11179,1.11142,1.11154,1325,1.11154,0
2020-01-09 05:00:00,1.11154,1.11159,1.11126,1.11155,1265,1.11155,0
2020-01-09 06:00:00,1.11155,1.1119,1.11151,1.11183,1674,1.11183,0
2020-01-09 07:00:00,1.11183,1.1119,1.11111,1.11122,3394,1.11122,0
2020-01-09 08:00:00,1.11122,1.11204,1.11112,1.11152,3445,1.11152,0
2020-01-09 09:00:00,1.11153,1.11177,1.11052,1.11173,2688,1.11173,0
2020-01-09 10:00:00,1.11173,1.11192,1.10985,1.10995,3503,1.10995,0
2020-01-09 11:00:00,1.10995,1.11118,1.10967,1.11097,3218,1.11097,0
2020-01-09 12:00:00,1.11097,1.11127,1.11034,1.11047,2244,1.11047,0
2020-01-09 13:00:00,1.11047,1.11167,1.11033,1.11135,3779,1.11135,0
2020-01-09 14:00:00,1.11135,1.11174,1.11059,1.11149,3763,1.11149,0
2020-01-09 15:00:00,1.11149,1.11149,1.11039,1.11082,3192,1.11082,0
2020-01-09 16:00:00,1.11083,1.11107,1.10924,1.11023,2904,1.11023,0
2020-01-09 17:00:00,1.11023,1.11062,1.10937,1.1106,3464,1.1106,0
2020-01-09 18:00:00,1.1106,1.11114,1.11039,1.11046,2887,1.11046,0
2020-01-09 19:00:00,1.11047,1.11087,1.11034,1.11051,2900,1.11051,0
2020-01-09 20:00:00,1.11051,1.11099,1.1105,1.11061,2575,1.11061,0
2020-01-09 21:00:00,1.1106,1.11074,1.11039,1.11063,2827,1.11063,0
2020-01-09 22:00:00,1.11063,1.1107,1.11035,1.11063,1270,1.11063,0
2020-01-09 23:00:00,1.11028,1.11069,1.1102,1.11067,1195,1.11067,0
2020-01-10 00:00:00,1.11068,1.11094,1.11063,1.11093,946,1.11093,0
2020-01-10 01:00:00,1.11093,1.11096,1.11062,1.1107,2235,1.1107,0
2020-01-10 02:00:00,1.11071,1.11074,1.11021,1.11042,1670,1.11042,0
2020-01-10 03:00:00,1.11043,1.11083,1.11036,1.1108,2061,1.1108,0
2020-01-10 04:00:00,1.1108,1.11088,1.11072,1.11082,1081,1.11082,0
2020-01-10 05:00:00,1.11082,1.1111,1.11066,1.11076,1346,1.11076,0
2020-01-10 06:00:00,1.11075,1.111,1.11071,1.1109,1440,1.1109,0
2020-01-10 07:00:00,1.1109,1.111,1.11069,1.11092,1811,1.11092,0
2020-01-10 08:00:00,1.11091,1.11112,1.11044,1.1107,3676,1.1107,0
2020-01-10 09:00:00,1.11072,1.11093,1.10933,1.10995,3159,1.10995,0
2020-01-10 10:00:00,1.10994,1.11001,1.10912,1.10964,3351,1.10964,0
2020-01-10 11:00:00,1.10962,1.10985,1.10902,1.10925,2555,1.10925,0
2020-01-10 12:00:00,1.10925,1.10962,1.1085,1.1093,2531,1.1093,0
2020-01-10 13:00:00,1.10929,1.10995,1.10917,1.10983,3736,1.10983,0
2020-01-10 14:00:00,1.10983,1.11137,1.10897,1.10967,3684,1.10967,0
2020-01-10 15:00:00,1.10968,1.11035,1.10863,1.11008,3941,1.11008,0
2020-01-10 16:00:00,1.11007,1.1118,1.10983,1.11128,3657,1.11128,0
2020-01-10 17:00:00,1.11127,1.11207,1.11111,1.1118,3838,1.1118,0
2020-01-10 18:00:00,1.11181,1.11292,1.1118,1.11224,2730,1.11224,0
2020-01-10 19:00:00,1.11223,1.11233,1.11184,1.11186,2838,1.11186,0
2020-01-10 20:00:00,1.11187,1.11232,1.11172,1.11221,2743,1.11221,0
2020-01-10 21:00:00,1.1122,1.11221,1.11195,1.11212,2284,1.11212,0
2020-01-10 22:00:00,1.11212,1.11226,1.11164,1.11165,1198,1.11165,0
2020-01-10 23:00:00,1.1115,1.11205,1.11127,1.11168,2362,1.11168,0
2020-01-13 00:00:00,1.11168,1.11181,1.11147,1.11162,1324,1.11162,0
2020-01-13 01:00:00,1.11163,1.11188,1.11159,1.11187,1262,1.11187,0
2020-01-13 02:00:00,1.11186,1.11215,1.11173,1.11214,1454,1.11214,0
2020-01-13 03:00:00,1.11213,1.11262,1.112,1.11258,1371,1.11258,0
2020-01-13 04:00:00,1.11259,1.11299,1.11253,1.11293,1748,1.11293,0
2020-01-13 05:00:00,1.11294,1.11306,1.11273,1.11273,1101,1.11273,0
2020-01-13 06:00:00,1.11273,1.1132,1.11271,1.11297,1342,1.11297,0
2020-01-13 07:00:00,1.11297,1.11303,1.11251,1.11288,1746,1.11288,0
2020-01-13 08:00:00,1.11287,1.11302,1.11221,1.11228,2393,1.11228,0
2020-01-13 09:00:00,1.11227,1.11297,1.11201,1.1128,3013,1.1128,1
2020-01-13 10:00:00,1.1128,1.11361,1.11147,1.11151,2920,1.11151,0
2020-01-13 11:00:00,1.11151,1.11196,1.11126,1.11168,2402,1.11168,0
2020-01-13 12:00:00,1.11168,1.11241,1.11164,1.11203,2101,1.11203,0
2020-01-13 13:00:00,1.11205,1.11262,1.11184,1.11246,2367,1.11246,0
2020-01-13 14:00:00,1.11246,1.11284,1.11182,1.11187,3224,1.11187,1
2020-01-13 15:00:00,1.11188,1.11268,1.11176,1.11241,3667,1.11241,1
2020-01-13 16:00:00,1.1124,1.11382,1.1121,1.11331,3663,1.11331,1
2020-01-13 17:00:00,1.11331,1.1147,1.11326,1.11372,3368,1.11372,1
2020-01-13 18:00:00,1.11373,1.11419,1.11356,1.11398,3708,1.11398,1
2020-01-13 19:00:00,1.11399,1.11448,1.11384,1.11397,3062,1.11397,1
2020-01-13 20:00:00,1.11396,1.11414,1.11376,1.11382,2388,1.11382,1
2020-01-13 21:00:00,1.11381,1.11387,1.11361,1.11376,2175,1.11376,1
2020-01-13 22:00:00,1.11376,1.11381,1.11333,1.1135,1079,1.1135,1
2020-01-13 23:00:00,1.11336,1.1139,1.1133,1.11353,2259,1.11353,1
2020-01-14 00:00:00,1.11354,1.11366,1.11335,1.11345,956,1.11345,1
2020-01-14 01:00:00,1.11345,1.11422,1.1134,1.11384,2580,1.11384,1
2020-01-14 02:00:00,1.11384,1.1141,1.11312,1.11372,2226,1.11372,1
2020-01-14 03:00:00,1.11371,1.11387,1.11354,1.11372,2256,1.11372,1
2020-01-14 04:00:00,1.11373,1.11388,1.11353,1.11356,1841,1.11356,1
2020-01-14 05:00:00,1.11357,1.11382,1.11357,1.11366,1491,1.11366,1
2020-01-14 06:00:00,1.11366,1.11385,1.11361,1.1137,1381,1.1137,1
2020-01-14 07:00:00,1.11371,1.11446,1.11348,1.11445,3162,1.11445,1
2020-01-14 08:00:00,1.11445,1.11445,1.11373,1.11425,2573,1.11425,1
2020-01-14 09:00:00,1.11424,1.11441,1.11335,1.11352,3652,1.11352,1
2020-01-14 10:00:00,1.11352,1.11357,1.11303,1.11315,2466,1.11315,1
2020-01-14 11:00:00,1.11314,1.11354,1.11283,1.1134,2004,1.1134,1
2020-01-14 12:00:00,1.11338,1.11346,1.11263,1.11304,3032,1.11304,1
2020-01-14 13:00:00,1.11303,1.11304,1.11195,1.11206,2845,1.11206,1
2020-01-14 14:00:00,1.11206,1.11209,1.11052,1.11102,3090,1.11102,1
2020-01-14 15:00:00,1.11102,1.11234,1.11043,1.11217,3330,1.11217,1
2020-01-14 16:00:00,1.11217,1.11232,1.11138,1.11222,2993,1.11222,1
2020-01-14 17:00:00,1.11222,1.11305,1.11202,1.11296,3374,1.11296,1
2020-01-14 18:00:00,1.11296,1.11328,1.11274,1.11311,3424,1.11311,1
2020-01-14 19:00:00,1.11311,1.1135,1.11299,1.11314,2741,1.11314,1
2020-01-14 20:00:00,1.11315,1.1133,1.1128,1.11281,3340,1.11281,1
2020-01-14 21:00:00,1.1128,1.11303,1.11271,1.11284,3346,1.11284,1
2020-01-14 22:00:00,1.11283,1.11283,1.11247,1.11261,1179,1.11261,1
2020-01-14 23:00:00,1.11264,1.11276,1.11228,1.11264,1209,1.11264,1
2020-01-15 00:00:00,1.11264,1.11281,1.11261,1.11275,1183,1.11275,1
2020-01-15 01:00:00,1.11277,1.11307,1.11271,1.11296,2002,1.11296,1
2020-01-15 02:00:00,1.11295,1.11315,1.11272,1.11297,1902,1.11297,1
2020-01-15 03:00:00,1.11296,1.11312,1.1127,1.1129,1939,1.1129,1
2020-01-15 04:00:00,1.11291,1.11311,1.11281,1.11302,1368,1.11302,1
2020-01-15 05:00:00,1.11302,1.11338,1.11297,1.11332,1291,1.11332,1
2020-01-15 06:00:00,1.11331,1.11346,1.11318,1.11341,1164,1.11341,1
2020-01-15 07:00:00,1.1134,1.11365,1.11323,1.11355,1687,1.11355,1
2020-01-15 08:00:00,1.11355,1.11368,1.11271,1.11285,3327,1.11285,1
2020-01-15 09:00:00,1.11284,1.11309,1.11185,1.113,2964,1.113,1
2020-01-15 10:00:00,1.113,1.11335,1.11256,1.11284,2985,1.11284,1
2020-01-15 11:00:00,1.11283,1.11393,1.1125,1.11387,2082,1.11387,1
2020-01-15 12:00:00,1.11387,1.1155,1.1138,1.11481,3114,1.11481,1
2020-01-15 13:00:00,1.1148,1.11526,1.11397,1.1141,3144,1.1141,1
2020-01-15 14:00:00,1.1141,1.11494,1.11402,1.1149,2975,1.1149,1
2020-01-15 15:00:00,1.1149,1.11634,1.11486,1.11523,3338,1.11523,1
2020-01-15 16:00:00,1.11523,1.11548,1.11432,1.11522,3149,1.11522,1
2020-01-15 17:00:00,1.11522,1.116,1.11497,1.11596,3973,1.11596,1
2020-01-15 18:00:00,1.11597,1.11615,1.11563,1.11577,2781,1.11577,1
2020-01-15 19:00:00,1.11576,1.11597,1.11498,1.11517,3988,1.11517,1
2020-01-15 20:00:00,1.11516,1.11541,1.11495,1.11504,3606,1.11504,1
2020-01-15 21:00:00,1.11503,1.1153,1.11482,1.11526,2961,1.11526,1
2020-01-15 22:00:00,1.11525,1.11525,1.11483,1.11497,1292,1.11497,1
2020-01-15 23:00:00,1.11503,1.11538,1.11488,1.11517,2920,1.11517,1
2020-01-16 00:00:00,1.11518,1.11533,1.11502,1.11524,932,1.11524,1
2020-01-16 01:00:00,1.11526,1.11582,1.11523,1.11548,2763,1.11548,1
2020-01-16 02:00:00,1.11548,1.11553,1.1153,1.11535,1904,1.11535,1
2020-01-16 03:00:00,1.11535,1.11538,1.11508,1.11517,1048,1.11517,1
2020-01-16 04:00:00,1.11517,1.1155,1.11515,1.11529,1383,1.11529,1
2020-01-16 05:00:00,1.11528,1.11535,1.11507,1.1151,1203,1.1151,1
2020-01-16 06:00:00,1.1151,1.11526,1.11497,1.11498,1052,1.11498,1
2020-01-16 07:00:00,1.11498,1.11505,1.11446,1.11505,2692,1.11505,1
2020-01-16 08:00:00,1.11505,1.1153,1.11451,1.11477,2478,1.11477,1
2020-01-16 09:00:00,1.11476,1.11637,1.11459,1.11563,3700,1.11563,1
2020-01-16 10:00:00,1.11564,1.11594,1.11503,1.11534,3424,1.11534,1
2020-01-16 11:00:00,1.11535,1.11632,1.11527,1.11574,2234,1.11574,1
2020-01-16 12:00:00,1.11573,1.11606,1.11558,1.1159,2004,1.1159,1
2020-01-16 13:00:00,1.1159,1.11728,1.11567,1.11648,3603,1.11648,1
2020-01-16 14:00:00,1.11649,1.11698,1.115,1.11514,3095,1.11514,1
2020-01-16 15:00:00,1.11513,1.11602,1.11411,1.11415,3432,1.11415,1
2020-01-16 16:00:00,1.11414,1.11469,1.1131,1.11407,3299,1.11407,1
2020-01-16 17:00:00,1.11407,1.11425,1.11279,1.11303,3218,1.11303,1
2020-01-16 18:00:00,1.11304,1.11362,1.11291,1.11346,2169,1.11346,1
2020-01-16 19:00:00,1.11346,1.11362,1.11318,1.11347,3242,1.11347,1
2020-01-16 20:00:00,1.11347,1.11356,1.11326,1.11349,2746,1.11349,1
2020-01-16 21:00:00,1.1135,1.11381,1.11345,1.11379,2593,1.11379,1
2020-01-16 22:00:00,1.11378,1.11382,1.11345,1.11358,1469,1.11358,1
2020-01-16 23:00:00,1.11341,1.11382,1.11315,1.11371,1319,1.11371,1
2020-01-17 00:00:00,1.11369,1.11378,1.11356,1.1137,1269,1.1137,1
2020-01-17 01:00:00,1.11372,1.11394,1.11352,1.11376,2011,1.11376,1
2020-01-17 02:00:00,1.11375,1.11391,1.1134,1.1137,2110,1.1137,1
2020-01-17 03:00:00,1.11369,1.11426,1.11362,1.11363,2586,1.11363,1
2020-01-17 04:00:00,1.11363,1.11379,1.1131,1.11311,2146,1.11311,1
2020-01-17 05:00:00,1.1131,1.11337,1.11308,1.1132,1256,1.1132,1
2020-01-17 06:00:00,1.1132,1.11377,1.11319,1.11366,1587,1.11366,1
2020-01-17 07:00:00,1.11365,1.11404,1.11348,1.11396,1987,1.11396,1
2020-01-17 08:00:00,1.11396,1.11412,1.11349,1.11363,2066,1.11363,1
2020-01-17 09:00:00,1.11364,1.11396,1.11339,1.11356,2719,1.11356,1
2020-01-17 10:00:00,1.11355,1.11377,1.11247,1.11276,3109,1.11276,0
2020-01-17 11:00:00,1.11275,1.11282,1.11157,1.1116,3213,1.1116,0
2020-01-17 12:00:00,1.1116,1.1116,1.11063,1.11123,3774,1.11123,0
2020-01-17 13:00:00,1.11123,1.11147,1.11059,1.11097,2949,1.11097,0
2020-01-17 14:00:00,1.11098,1.1112,1.10979,1.11005,3042,1.11005,0
2020-01-17 15:00:00,1.11006,1.11062,1.10957,1.11005,3971,1.11005,0
2020-01-17 16:00:00,1.11006,1.11029,1.10862,1.10938,3134,1.10938,0
2020-01-17 17:00:00,1.10937,1.10962,1.1089,1.10918,2936,1.10918,0
2020-01-17 18:00:00,1.10919,1.1095,1.1088,1.10911,3306,1.10911,0
2020-01-17 19:00:00,1.10911,1.10943,1.10902,1.10924,2775,1.10924,0
2020-01-17 20:00:00,1.10926,1.10946,1.10905,1.10932,1826,1.10932,0
2020-01-17 21:00:00,1.10931,1.10936,1.10913,1.10927,2044,1.10927,0
2020-01-17 22:00:00,1.10926,1.10929,1.10883,1.10883,1415,1.10883,0
2020-01-17 23:00:00,1.10907,1.1093,1.10893,1.10905,3138,1.10905,0
2020-01-20 00:00:00,1.10905,1.10948,1.1089,1.10945,1356,1.10945,0
2020-01-20 01:00:00,1.10945,1.10988,1.10927,1.1093,1548,1.1093,0
2020-01-20 02:00:00,1.1093,1.10979,1.10925,1.10963,1878,1.10963,0
2020-01-20 03:00:00,1.10962,1.10975,1.1095,1.10972,1276,1.10972,0
2020-01-20 04:00:00,1.10972,1.1099,1.10953,1.1096,1323,1.1096,0
2020-01-20 05:00:00,1.10959,1.10967,1.1094,1.10966,1016,1.10966,0
2020-01-20 06:00:00,1.10966,1.10989,1.1095,1.10979,1113,1.10979,0
2020-01-20 07:00:00,1.10979,1.11011,1.10976,1.11006,2337,1.11006,0
2020-01-20 08:00:00,1.11006,1.11024,1.10939,1.10944,2140,1.10944,0
2020-01-20 09:00:00,1.10945,1.10974,1.10887,1.10891,2646,1.10891,0
2020-01-20 10:00:00,1.10891,1.10914,1.10823,1.10897,3075,1.10897,0
2020-01-20 11:00:00,1.10897,1.10906,1.1083,1.10842,3540,1.10842,0
2020-01-20 12:00:00,1.10842,1.10883,1.1084,1.10857,2733,1.10857,0
2020-01-20 13:00:00,1.10858,1.10871,1.10827,1.10839,2531,1.10839,0
2020-01-20 14:00:00,1.10839,1.10856,1.10805,1.10836,3901,1.10836,0
2020-01-20 15:00:00,1.10836,1.10846,1.10792,1.10821,2977,1.10821,0
2020-01-20 16:00:00,1.10821,1.10852,1.10766,1.10827,3569,1.10827,0
2020-01-20 17:00:00,1.10827,1.10861,1.10811,1.10839,2881,1.10839,0
2020-01-20 18:00:00,1.10839,1.10867,1.10831,1.10835,1461,1.10835,0
2020-01-20 19:00:00,1.10833,1.10906,1.10823,1.10891,2844,1.10891,0
2020-01-20 20:00:00,1.10891,1.1092,1.10873,1.10918,2183,1.10918,0
2020-01-20 21:00:00,1.10918,1.1098,1.1091,1.10974,3309,1.10974,0
2020-01-20 22:00:00,1.10976,1.10978,1.10935,1.10935,1986,1.10935,0
2020-01-20 23:00:00,1.10936,1.10979,1.10934,1.1097,974,1.1097,0
2020-01-21 00:00:00,1.1097,1.1097,1.10934,1.10963,1249,1.10963,0
2020-01-21 01:00:00,1.10963,1.10968,1.1091,1.10923,1516,1.10923,0
2020-01-21 02:00:00,1.10924,1.10931,1.10888,1.10906,3427,1.10906,0
2020-01-21 03:00:00,1.10906,1.10965,1.10906,1.10959,2229,1.10959,0
2020-01-21 04:00:00,1.10958,1.10987,1.10942,1.10973,2296,1.10973,0
2020-01-21 05:00:00,1.10974,1.10994,1.10947,1.10993,1534,1.10993,0
2020-01-21 06:00:00,1.10993,1.10994,1.10951,1.10953,1270,1.10953,0
2020-01-21 07:00:00,1.10953,1.10974,1.10938,1.10943,2671,1.10943,0
2020-01-21 08:00:00,1.10942,1.10969,1.10916,1.10924,3011,1.10924,0
2020-01-21 09:00:00,1.10922,1.10964,1.10864,1.10904,3909,1.10904,0
2020-01-21 10:00:00,1.10904,1.10935,1.10856,1.10907,3135,1.10907,0
2020-01-21 11:00:00,1.10906,1.11101,1.109,1.11038,2939,1.11038,0
